names,total_price,price_per_meter,area,rooms_number,build_year,building_type,equipment,heating_system,avg_heating_price,crimes
"Kaunas, Freda, T. Ivanausko g., 3 rooms flat for rent",750 €,"(12,5 €/m²)",60 m²,3,2025,Brick,Fully equipped,Gas,,"['august', '0', 'september', '5', 'october', '0', 'november', '0', 'december', '0', 'january', '1', 'february', '1', 'march', '1', 'april', '0', 'may', '0', 'june', '3', 'july', '0', 'august', '2', 'september', '1', 'october', '0', 'november', '0', 'december', '0', 'january', '0', 'february', '0', 'march', '2', 'april', '0', 'may', '0', 'june', '0', 'july', '0']"
"Kaunas, Centras, Karo Ligoninės g., 2 rooms flat for rent",650 €,"(14,4 €/m²)",45 m²,2,,Brick,Fully equipped,Central,"63,90 €/month~ 1,42 €/m²","['2024-10', '0.66', '2024-11', '1.23', '2024-12', '1.69', '2025-01', '1.76', '2025-02', '2.11', '2025-03', '1.79', '2025-04', '0.67', 'august', '41', 'september', '42', 'october', '66', 'november', '41', 'december', '34', 'january', '36', 'february', '33', 'march', '28', 'april', '63', 'may', '20', 'june', '35', 'july', '28', 'august', '17', 'september', '21', 'october', '35', 'november', '26', 'december', '24', 'january', '43', 'february', '27', 'march', '27', 'april', '30', 'may', '32', 'june', '21', 'july', '21']"
"Kaunas, Eiguliai, Ukmergės g., Room rent 4 rooms in a flat",125 €,"(7,8 €/m²)",16 m²,4,1981,Block house,Fully equipped,Central,,"['august', '12', 'september', '11', 'october', '5', 'november', '15', 'december', '8', 'january', '4', 'february', '10', 'march', '12', 'april', '5', 'may', '5', 'june', '6', 'july', '19', 'august', '8', 'september', '4', 'october', '15', 'november', '10', 'december', '4', 'january', '11', 'february', '11', 'march', '13', 'april', '0', 'may', '10', 'june', '8', 'july', '5']"
"Kaunas, Eiguliai, Žeimenos g., 3 rooms flat for rent",560 €,"(9,6 €/m²)","58,22 m²",3,1984,Block house,Fully equipped,Central,,"['august', '11', 'september', '14', 'october', '4', 'november', '7', 'december', '4', 'january', '3', 'february', '7', 'march', '7', 'april', '3', 'may', '8', 'june', '4', 'july', '15', 'august', '2', 'september', '1', 'october', '11', 'november', '8', 'december', '5', 'january', '11', 'february', '10', 'march', '11', 'april', '4', 'may', '7', 'june', '7', 'july', '3']"
"Kaunas, Centras, I. Kanto g., 3 rooms flat for rent",1 500 €,"(15,0 €/m²)",100 m²,3,2008,Brick,Fully equipped,Central thermostat,"62,00 €/month~ 0,62 €/m²","['2024-10', '0.17', '2024-11', '0.56', '2024-12', '0.91', '2025-01', '0.95', '2025-02', '1.04', '2025-03', '0.52', '2025-04', '0.21', 'august', '10', 'september', '26', 'october', '15', 'november', '9', 'december', '20', 'january', '10', 'february', '13', 'march', '25', 'april', '30', 'may', '46', 'june', '40', 'july', '21', 'august', '15', 'september', '29', 'october', '15', 'november', '18', 'december', '9', 'january', '24', 'february', '16', 'march', '10', 'april', '19', 'may', '25', 'june', '12', 'july', '16']"
"Kaunas, Aukštieji Šančiai, Medvėgalio g., 3 rooms flat for rent",680 €,"(10,8 €/m²)",63 m²,3,,Block house,Fully equipped,Central,,"['august', '4', 'september', '6', 'october', '2', 'november', '2', 'december', '6', 'january', '4', 'february', '10', 'march', '8', 'april', '5', 'may', '3', 'june', '10', 'july', '20', 'august', '9', 'september', '4', 'october', '5', 'november', '2', 'december', '10', 'january', '7', 'february', '3', 'march', '9', 'april', '7', 'may', '17', 'june', '5', 'july', '10']"
"Kaunas, Centras, Laisvės al., 1 room flat for rent",550 €,"(21,2 €/m²)",26 m²,1,2022,Brick,Fully equipped,Central thermostat,"19,50 €/month~ 0,75 €/m²","['2024-10', '0.22', '2024-11', '0.81', '2024-12', '1.02', '2025-01', '1.02', '2025-02', '1.16', '2025-03', '0.75', '2025-04', '0.25', 'august', '48', 'september', '48', 'october', '36', 'november', '15', 'december', '28', 'january', '18', 'february', '19', 'march', '23', 'april', '39', 'may', '46', 'june', '46', 'july', '23', 'august', '25', 'september', '51', 'october', '20', 'november', '28', 'december', '24', 'january', '33', 'february', '25', 'march', '29', 'april', '22', 'may', '23', 'june', '28', 'july', '25']"
"Kaunas, Aleksotas, Akacijų g., 3 rooms flat for rent",750 €,"(9,4 €/m²)",80 m²,3,1994,Brick,Fully equipped,Gas,,"['august', '0', 'september', '0', 'october', '1', 'november', '2', 'december', '2', 'january', '0', 'february', '1', 'march', '2', 'april', '2', 'may', '1', 'june', '2', 'july', '1', 'august', '1', 'september', '0', 'october', '2', 'november', '0', 'december', '0', 'january', '3', 'february', '0', 'march', '2', 'april', '2', 'may', '1', 'june', '2', 'july', '0']"
"Kaunas, Centras, V. Putvinskio g., 3 rooms flat for rent",899 €,"(13,2 €/m²)",68 m²,3,,Brick,Fully equipped,"Aerothermal, sun energy",,"['august', '19', 'september', '43', 'october', '45', 'november', '27', 'december', '27', 'january', '17', 'february', '19', 'march', '19', 'april', '22', 'may', '16', 'june', '17', 'july', '15', 'august', '22', 'september', '17', 'october', '17', 'november', '22', 'december', '19', 'january', '23', 'february', '19', 'march', '18', 'april', '15', 'may', '13', 'june', '16', 'july', '24']"
"Kaunas, Centras, V. Putvinskio g., 3 rooms flat for rent",1 499 €,"(17,0 €/m²)",88 m²,3,2020,Monolithic,Fully equipped,"Aerothermal, sun energy",,"['august', '19', 'september', '43', 'october', '45', 'november', '27', 'december', '27', 'january', '17', 'february', '19', 'march', '19', 'april', '22', 'may', '16', 'june', '17', 'july', '15', 'august', '22', 'september', '17', 'october', '17', 'november', '22', 'december', '19', 'january', '23', 'february', '19', 'march', '18', 'april', '15', 'may', '13', 'june', '16', 'july', '24']"
"Kaunas, Žemieji Šančiai, A. Juozapavičiaus pr., 2 rooms flat for rent",600 €,"(10,0 €/m²)",60 m²,2,,Brick,Fully equipped,Gas,,"['august', '1', 'september', '2', 'october', '1', 'november', '3', 'december', '1', 'january', '10', 'february', '12', 'march', '5', 'april', '10', 'may', '4', 'june', '4', 'july', '7', 'august', '7', 'september', '2', 'october', '3', 'november', '0', 'december', '2', 'january', '3', 'february', '3', 'march', '6', 'april', '3', 'may', '6', 'june', '1', 'july', '2']"
"Kaunas, Aukštieji Šančiai, Biržiškų g., 2 rooms flat for rent",495 €,"(10,5 €/m²)",47 m²,2,1962,Block house,Fully equipped,Central,"23,03 €/month~ 0,49 €/m²","['2024-10', '0.22', '2024-11', '0.56', '2024-12', '0.74', '2025-01', '0.62', '2025-02', '0.7', '2025-03', '0.44', '2025-04', '0.16', 'august', '17', 'september', '7', 'october', '10', 'november', '13', 'december', '15', 'january', '19', 'february', '17', 'march', '16', 'april', '14', 'may', '8', 'june', '25', 'july', '27', 'august', '6', 'september', '19', 'october', '23', 'november', '11', 'december', '14', 'january', '6', 'february', '7', 'march', '8', 'april', '10', 'may', '8', 'june', '5', 'july', '6']"
"Kaunas, Centras, Laisvės al., 3 rooms flat for rent",670 €,"(11,6 €/m²)",58 m²,3,,Brick,Fully equipped,Central,"43,50 €/month~ 0,75 €/m²","['2024-10', '0.22', '2024-11', '0.81', '2024-12', '1.02', '2025-01', '1.02', '2025-02', '1.16', '2025-03', '0.75', '2025-04', '0.25', 'august', '48', 'september', '48', 'october', '36', 'november', '15', 'december', '28', 'january', '18', 'february', '19', 'march', '23', 'april', '39', 'may', '46', 'june', '46', 'july', '23', 'august', '25', 'september', '51', 'october', '20', 'november', '28', 'december', '24', 'january', '33', 'february', '25', 'march', '29', 'april', '22', 'may', '23', 'june', '28', 'july', '25']"
"Kaunas, Vilijampolė, Brastos g., 3 rooms flat for rent",1 250 €,"(13,6 €/m²)",92 m²,3,2020,Monolithic,Fully equipped,Central thermostat,"41,40 €/month~ 0,45 €/m²","['2024-10', '0.12', '2024-11', '0.43', '2024-12', '0.63', '2025-01', '0.66', '2025-02', '0.75', '2025-03', '0.41', '2025-04', '0.15', 'august', '0', 'september', '0', 'october', '0', 'november', '0', 'december', '2', 'january', '0', 'february', '2', 'march', '1', 'april', '0', 'may', '1', 'june', '5', 'july', '5', 'august', '1', 'september', '2', 'october', '2', 'november', '1', 'december', '0', 'january', '0', 'february', '2', 'march', '1', 'april', '3', 'may', '1', 'june', '2', 'july', '0']"
"Kaunas, Dainava, Garažų g., 2 rooms flat for rent",690 €,"(13,5 €/m²)",51 m²,2,2024,Brick,Fully equipped,Central thermostat,"16,32 €/month~ 0,32 €/m²","['2024-10', '0.15', '2024-11', '0.31', '2024-12', '0.52', '2025-01', '0.53', '2025-02', '0.58', '2025-03', '0.28', '2025-04', '0.11', '2025-05', '0.04', 'august', '1', 'september', '7', 'october', '3', 'november', '0', 'december', '5', 'january', '7', 'february', '7', 'march', '3', 'april', '3', 'may', '3', 'june', '3', 'july', '7', 'august', '11', 'september', '2', 'october', '5', 'november', '2', 'december', '4', 'january', '5', 'february', '3', 'march', '1', 'april', '6', 'may', '4', 'june', '2', 'july', '2']"
"Kaunas, Dainava, Kovo 11-osios g., 3 rooms flat for rent",720 €,"(11,8 €/m²)",61 m²,3,1968,Block house,Fully equipped,Central,"60,39 €/month~ 0,99 €/m²","['2024-10', '0.31', '2024-11', '0.96', '2024-12', '1.31', '2025-01', '1.37', '2025-02', '1.55', '2025-03', '1', '2025-04', '0.46', 'august', '14', 'september', '10', 'october', '9', 'november', '5', 'december', '14', 'january', '11', 'february', '23', 'march', '22', 'april', '14', 'may', '21', 'june', '14', 'july', '15', 'august', '15', 'september', '34', 'october', '27', 'november', '22', 'december', '10', 'january', '22', 'february', '18', 'march', '6', 'april', '11', 'may', '12', 'june', '4', 'july', '8']"
"Kaunas, Dainava, Partizanų g., 2 rooms flat for rent",400 €,"(8,5 €/m²)",47 m²,2,1972,Block house,Fully equipped,Central,"33,84 €/month~ 0,72 €/m²","['2024-10', '0.29', '2024-11', '0.8', '2024-12', '0.98', '2025-01', '0.89', '2025-02', '1.04', '2025-03', '0.73', '2025-04', '0.32', 'august', '6', 'september', '15', 'october', '4', 'november', '4', 'december', '9', 'january', '16', 'february', '13', 'march', '3', 'april', '6', 'may', '21', 'june', '15', 'july', '6', 'august', '18', 'september', '17', 'october', '4', 'november', '9', 'december', '11', 'january', '9', 'february', '1', 'march', '5', 'april', '6', 'may', '7', 'june', '6', 'july', '2']"
"Kaunas, Eiguliai, P. Plechavičiaus g., 2 rooms flat for rent",530 €,"(14,1 €/m²)","37,55 m²",2,1976,Block house,Fully equipped,Central,"44,31 €/month~ 1,18 €/m²","['2024-10', '0.49', '2024-11', '1.18', '2024-12', '1.53', '2025-01', '1.58', '2025-02', '1.79', '2025-03', '1.22', '2025-04', '0.5', 'august', '7', 'september', '12', 'october', '10', 'november', '18', 'december', '8', 'january', '5', 'february', '7', 'march', '12', 'april', '16', 'may', '9', 'june', '12', 'july', '21', 'august', '25', 'september', '17', 'october', '9', 'november', '11', 'december', '9', 'january', '14', 'february', '8', 'march', '7', 'april', '5', 'may', '6', 'june', '5', 'july', '7']"
"Kaunas, Žaliakalnis, Eigulių g., 2 rooms flat for rent",700 €,"(17,5 €/m²)",40 m²,2,2025,Brick,Fully equipped,"Electric, central thermostat, other",,"['august', '2', 'september', '4', 'october', '2', 'november', '1', 'december', '1', 'january', '4', 'february', '2', 'march', '4', 'april', '3', 'may', '0', 'june', '2', 'july', '6', 'august', '3', 'september', '2', 'october', '3', 'november', '3', 'december', '1', 'january', '4', 'february', '1', 'march', '4', 'april', '5', 'may', '6', 'june', '0', 'july', '1']"
"Kaunas, Dainava, Savanorių pr., 2 rooms flat for rent",570 €,"(11,0 €/m²)",52 m²,2,1989,Brick,Fully equipped,Central,"65,52 €/month~ 1,26 €/m²","['2024-10', '0.43', '2024-11', '1.2', '2024-12', '1.63', '2025-01', '1.73', '2025-02', '2', '2025-03', '1.33', '2025-04', '0.5', 'august', '11', 'september', '19', 'october', '12', 'november', '5', 'december', '11', 'january', '13', 'february', '14', 'march', '12', 'april', '7', 'may', '22', 'june', '9', 'july', '16', 'august', '23', 'september', '13', 'october', '15', 'november', '12', 'december', '10', 'january', '17', 'february', '8', 'march', '14', 'april', '14', 'may', '14', 'june', '10', 'july', '4']"
"Kaunas, Dainava, V. Krėvės pr., 2 rooms flat for rent",550 €,"(10,2 €/m²)",54 m²,2,2008,Brick,Fully equipped,Central thermostat,"27,54 €/month~ 0,51 €/m²","['2024-10', '0.12', '2024-11', '0.44', '2024-12', '0.63', '2025-01', '0.87', '2025-02', '0.81', '2025-03', '0.48', '2025-04', '0.19', 'august', '15', 'september', '30', 'october', '12', 'november', '16', 'december', '12', 'january', '23', 'february', '21', 'march', '34', 'april', '13', 'may', '39', 'june', '20', 'july', '23', 'august', '27', 'september', '34', 'october', '18', 'november', '27', 'december', '6', 'january', '6', 'february', '14', 'march', '23', 'april', '10', 'may', '3', 'june', '7', 'july', '4']"
"Kaunas, Kalniečiai, P. Plechavičiaus g., 2 rooms flat for rent",500 €,"(10,0 €/m²)",50 m²,2,1976,Block house,Fully equipped,Central,"53,50 €/month~ 1,07 €/m²","['2024-10', '0.41', '2024-11', '1.06', '2024-12', '1.4', '2025-01', '1.44', '2025-02', '1.64', '2025-03', '1.11', '2025-04', '0.43', 'august', '15', 'september', '23', 'october', '16', 'november', '18', 'december', '13', 'january', '8', 'february', '6', 'march', '15', 'april', '19', 'may', '16', 'june', '17', 'july', '34', 'august', '34', 'september', '20', 'october', '9', 'november', '11', 'december', '15', 'january', '22', 'february', '11', 'march', '9', 'april', '7', 'may', '7', 'june', '5', 'july', '11']"
"Kaunas, Gričiupis, Pašilės g., 2 rooms flat for rent",500 €,"(10,5 €/m²)","47,6 m²",2,1968,Block house,Fully equipped,Central,"46,17 €/month~ 0,97 €/m²","['2024-10', '0.36', '2024-11', '1.04', '2024-12', '1.29', '2025-01', '1.22', '2025-02', '1.4', '2025-03', '1.04', '2025-04', '0.45', 'august', '11', 'september', '14', 'october', '40', 'november', '19', 'december', '14', 'january', '15', 'february', '12', 'march', '13', 'april', '11', 'may', '10', 'june', '13', 'july', '6', 'august', '39', 'september', '17', 'october', '26', 'november', '17', 'december', '16', 'january', '12', 'february', '10', 'march', '7', 'april', '17', 'may', '27', 'june', '14', 'july', '8']"
"Kaunas, Aukštieji Šančiai, Vievio g., Room rent",150 €,"(9,4 €/m²)",16 m²,1,1998,Brick,Fully equipped,"Gas, solid fuel",,"['august', '4', 'september', '6', 'october', '3', 'november', '2', 'december', '6', 'january', '4', 'february', '10', 'march', '8', 'april', '8', 'may', '3', 'june', '11', 'july', '19', 'august', '10', 'september', '5', 'october', '6', 'november', '1', 'december', '8', 'january', '13', 'february', '3', 'march', '5', 'april', '5', 'may', '14', 'june', '5', 'july', '5']"
"Kaunas, Žaliakalnis, Purienų g., 2 rooms flat for rent",680 €,"(8,7 €/m²)",78 m²,2,1997,Brick,Fully equipped,Gas,,"['august', '2', 'september', '2', 'october', '2', 'november', '1', 'december', '1', 'january', '2', 'february', '5', 'march', '1', 'april', '4', 'may', '3', 'june', '1', 'july', '6', 'august', '2', 'september', '2', 'october', '6', 'november', '5', 'december', '4', 'january', '12', 'february', '4', 'march', '2', 'april', '5', 'may', '5', 'june', '8', 'july', '1']"
"Kaunas, Eiguliai, Ašigalio g., 1 room flat for rent",370 €,"(11,2 €/m²)",33 m²,1,1983,Block house,Fully equipped,Central,"35,64 €/month~ 1,08 €/m²","['2024-10', '0.36', '2024-11', '1.24', '2024-12', '1.59', '2025-01', '1.6', '2025-02', '1.59', '2025-03', '0.82', '2025-04', '0.36', 'august', '2', 'september', '10', 'october', '7', 'november', '16', 'december', '8', 'january', '3', 'february', '8', 'march', '3', 'april', '12', 'may', '17', 'june', '8', 'july', '9', 'august', '5', 'september', '12', 'october', '19', 'november', '4', 'december', '7', 'january', '7', 'february', '3', 'march', '5', 'april', '6', 'may', '5', 'june', '6', 'july', '6']"
"Kaunas, Šilainiai, Baltų pr., 2 rooms flat for rent",500 €,"(9,8 €/m²)",51 m²,2,1991,Block house,Fully equipped,Central,"49,47 €/month~ 0,97 €/m²","['2024-10', '0.44', '2024-11', '0.9', '2024-12', '1.17', '2025-01', '1.32', '2025-02', '1.47', '2025-03', '1.06', '2025-04', '0.45', 'august', '17', 'september', '20', 'october', '20', 'november', '14', 'december', '13', 'january', '13', 'february', '5', 'march', '6', 'april', '14', 'may', '14', 'june', '6', 'july', '8', 'august', '10', 'september', '13', 'october', '14', 'november', '10', 'december', '18', 'january', '13', 'february', '9', 'march', '2', 'april', '8', 'may', '16', 'june', '11', 'july', '5']"
"Kaunas, Šilainiai, Baltų pr., 3 rooms flat for rent",580 €,"(9,7 €/m²)",60 m²,3,1989,Block house,Fully equipped,Central,"58,20 €/month~ 0,97 €/m²","['2024-10', '0.44', '2024-11', '0.9', '2024-12', '1.17', '2025-01', '1.32', '2025-02', '1.47', '2025-03', '1.06', '2025-04', '0.45', 'august', '17', 'september', '20', 'october', '20', 'november', '14', 'december', '13', 'january', '13', 'february', '5', 'march', '6', 'april', '14', 'may', '14', 'june', '6', 'july', '8', 'august', '10', 'september', '13', 'october', '14', 'november', '10', 'december', '18', 'january', '13', 'february', '9', 'march', '2', 'april', '8', 'may', '16', 'june', '11', 'july', '5']"
"Kaunas, Eiguliai, P. Plechavičiaus g., 2 rooms flat for rent",430 €,"(11,6 €/m²)",37 m²,2,1978,Block house,Fully equipped,Central,"37,37 €/month~ 1,01 €/m²","['2024-10', '0.38', '2024-11', '0.98', '2024-12', '1.31', '2025-01', '1.36', '2025-02', '1.57', '2025-03', '1.03', '2025-04', '0.43', 'august', '15', 'september', '23', 'october', '19', 'november', '14', 'december', '12', 'january', '8', 'february', '9', 'march', '15', 'april', '19', 'may', '15', 'june', '17', 'july', '31', 'august', '35', 'september', '20', 'october', '9', 'november', '11', 'december', '16', 'january', '21', 'february', '11', 'march', '9', 'april', '6', 'may', '7', 'june', '5', 'july', '11']"
"Kaunas, Kalniečiai, Muravos g., 1 room flat for rent",380 €,"(12,7 €/m²)",30 m²,1,1982,Brick,Fully equipped,Aerothermal,,"['august', '9', 'september', '7', 'october', '11', 'november', '15', 'december', '7', 'january', '6', 'february', '3', 'march', '11', 'april', '12', 'may', '3', 'june', '15', 'july', '10', 'august', '15', 'september', '17', 'october', '9', 'november', '11', 'december', '12', 'january', '7', 'february', '6', 'march', '5', 'april', '7', 'may', '4', 'june', '10', 'july', '7']"
"Kaunas, Dainava, Draugystės g., 2 rooms flat for rent",460 €,"(9,2 €/m²)",50 m²,2,1990,Brick,Fully equipped,Central,"61,50 €/month~ 1,23 €/m²","['2024-10', '0.6', '2024-11', '1.37', '2024-12', '1.66', '2025-01', '1.52', '2025-02', '1.74', '2025-03', '1.18', '2025-04', '0.57', 'august', '18', 'september', '23', 'october', '13', 'november', '11', 'december', '20', 'january', '11', 'february', '19', 'march', '10', 'april', '17', 'may', '13', 'june', '13', 'july', '10', 'august', '30', 'september', '21', 'october', '18', 'november', '15', 'december', '25', 'january', '11', 'february', '29', 'march', '14', 'april', '20', 'may', '22', 'june', '16', 'july', '9']"
"Kaunas, Kalniečiai, P. Plechavičiaus g., 2 rooms flat for rent",500 €,"(10,0 €/m²)",50 m²,2,1980,Block house,Fully equipped,Central,"57,00 €/month~ 1,14 €/m²","['2024-10', '0.38', '2024-11', '1.01', '2024-12', '1.5', '2025-01', '1.59', '2025-02', '1.79', '2025-03', '1.29', '2025-04', '0.44', 'august', '13', 'september', '20', 'october', '18', 'november', '17', 'december', '12', 'january', '8', 'february', '7', 'march', '16', 'april', '20', 'may', '17', 'june', '15', 'july', '31', 'august', '34', 'september', '21', 'october', '8', 'november', '11', 'december', '20', 'january', '15', 'february', '11', 'march', '8', 'april', '7', 'may', '8', 'june', '6', 'july', '9']"
"Kaunas, Dainava, Partizanų g., 1 room flat for rent",130 €,"(1,5 €/m²)",84 m²,1,1989,Block house,Fully equipped,Central,"74,76 €/month~ 0,89 €/m²","['2024-10', '0.34', '2024-11', '0.89', '2024-12', '1.16', '2025-01', '1.2', '2025-02', '1.38', '2025-03', '0.92', '2025-04', '0.36', 'august', '14', 'september', '17', 'october', '19', 'november', '16', 'december', '28', 'january', '27', 'february', '11', 'march', '10', 'april', '14', 'may', '8', 'june', '18', 'july', '13', 'august', '22', 'september', '23', 'october', '29', 'november', '15', 'december', '2', 'january', '7', 'february', '11', 'march', '4', 'april', '5', 'may', '11', 'june', '9', 'july', '9']"
"Kaunas, Žaliakalnis, Zanavykų g., 1 room flat for rent",390 €,"(21,7 €/m²)",18 m²,1,1931,Wooden house,Fully equipped,Gas,,"['august', '2', 'september', '13', 'october', '25', 'november', '27', 'december', '16', 'january', '15', 'february', '5', 'march', '8', 'april', '4', 'may', '10', 'june', '7', 'july', '5', 'august', '17', 'september', '7', 'october', '10', 'november', '10', 'december', '12', 'january', '10', 'february', '3', 'march', '0', 'april', '5', 'may', '3', 'june', '13', 'july', '2']"
"Kaunas, Dainava, Taikos pr., 1 room flat for rent",350 €,"(19,4 €/m²)",18 m²,1,1968,Block house,Fully equipped,Central,"12,96 €/month~ 0,72 €/m²","['2024-10', '0.2', '2024-11', '0.68', '2024-12', '1.02', '2025-01', '1.05', '2025-02', '1.22', '2025-03', '0.64', '2025-04', '0.21', 'august', '13', 'september', '8', 'october', '3', 'november', '6', 'december', '12', 'january', '5', 'february', '9', 'march', '9', 'april', '8', 'may', '8', 'june', '8', 'july', '11', 'august', '10', 'september', '8', 'october', '15', 'november', '9', 'december', '6', 'january', '11', 'february', '8', 'march', '4', 'april', '6', 'may', '4', 'june', '7', 'july', '9']"
"Kaunas, Centras, V. Putvinskio g., Room rent 9 rooms in a flat",140 €,"(0,2 €/m²)",600 m²,9,1936,Brick,Fully equipped,Central,"852,00 €/month~ 1,42 €/m²","['2024-10', '0.64', '2024-11', '1.45', '2024-12', '1.7', '2025-01', '1.8', '2025-02', '1.99', '2025-03', '1.7', '2025-04', '0.65', 'august', '43', 'september', '40', 'october', '33', 'november', '11', 'december', '34', 'january', '14', 'february', '22', 'march', '21', 'april', '26', 'may', '22', 'june', '26', 'july', '20', 'august', '18', 'september', '30', 'october', '18', 'november', '21', 'december', '20', 'january', '26', 'february', '20', 'march', '23', 'april', '12', 'may', '16', 'june', '15', 'july', '28']"
"Kaunas, Senamiestis, Jonavos g., Room rent",360 €,"(13,8 €/m²)",26 m²,1,1988,Brick,Fully equipped,Central,"34,06 €/month~ 1,31 €/m²","['2024-10', '0.5', '2024-11', '1.45', '2024-12', '1.96', '2025-01', '1.71', '2025-02', '1.95', '2025-03', '1.15', '2025-04', '0.45', 'august', '17', 'september', '27', 'october', '11', 'november', '15', 'december', '22', 'january', '17', 'february', '27', 'march', '14', 'april', '11', 'may', '19', 'june', '15', 'july', '19', 'august', '5', 'september', '13', 'october', '22', 'november', '20', 'december', '12', 'january', '21', 'february', '18', 'march', '12', 'april', '10', 'may', '7', 'june', '6', 'july', '14']"
"Kaunas, Eiguliai, Sukilėlių pr., 4 rooms flat for rent",675 €,"(8,7 €/m²)",78 m²,4,1980,Block house,Fully equipped,Central,"90,48 €/month~ 1,16 €/m²","['2024-10', '0.46', '2024-11', '1.14', '2024-12', '1.43', '2025-01', '1.56', '2025-02', '1.75', '2025-03', '1.29', '2025-04', '0.48', 'august', '13', 'september', '20', 'october', '6', 'november', '23', 'december', '12', 'january', '6', 'february', '11', 'march', '9', 'april', '13', 'may', '10', 'june', '8', 'july', '23', 'august', '10', 'september', '11', 'october', '16', 'november', '10', 'december', '10', 'january', '8', 'february', '12', 'march', '15', 'april', '6', 'may', '12', 'june', '7', 'july', '3']"
"Kaunas, Žaliakalnis, Archyvo g., 2 rooms flat for rent",800 €,"(16,0 €/m²)",50 m²,2,2020,Brick,Fully equipped,Gas,,"['august', '11', 'september', '4', 'october', '7', 'november', '10', 'december', '0', 'january', '9', 'february', '8', 'march', '7', 'april', '8', 'may', '4', 'june', '0', 'july', '7', 'august', '2', 'september', '8', 'october', '4', 'november', '5', 'december', '9', 'january', '8', 'february', '13', 'march', '3', 'april', '15', 'may', '11', 'june', '9', 'july', '23']"
"Kaunas, Dainava, V. Krėvės pr., 1 room flat for rent",370 €,"(14,8 €/m²)",25 m²,1,1970,Block house,Fully equipped,Central,"21,50 €/month~ 0,86 €/m²","['2024-10', '0.29', '2024-11', '0.86', '2024-12', '1.13', '2025-01', '1.16', '2025-02', '1.37', '2025-03', '0.92', '2025-04', '0.29', 'august', '11', 'september', '18', 'october', '15', 'november', '13', 'december', '17', 'january', '28', 'february', '13', 'march', '19', 'april', '13', 'may', '16', 'june', '23', 'july', '10', 'august', '23', 'september', '34', 'october', '21', 'november', '19', 'december', '4', 'january', '11', 'february', '11', 'march', '2', 'april', '3', 'may', '11', 'june', '4', 'july', '8']"
"Kaunas, Centras, Laisvės al., 2 rooms flat for rent",650 €,"(13,4 €/m²)","48,57 m²",2,1929,Brick,Fully equipped,Central,"52,46 €/month~ 1,08 €/m²","['2024-10', '0.29', '2024-11', '1.16', '2024-12', '1.47', '2025-01', '1.48', '2025-02', '1.67', '2025-03', '1.07', '2025-04', '0.42', 'august', '51', 'september', '38', 'october', '39', 'november', '15', 'december', '30', 'january', '16', 'february', '24', 'march', '22', 'april', '33', 'may', '22', 'june', '28', 'july', '20', 'august', '23', 'september', '41', 'october', '18', 'november', '29', 'december', '22', 'january', '30', 'february', '25', 'march', '29', 'april', '22', 'may', '23', 'june', '25', 'july', '27']"
"Kaunas, Žaliakalnis, Pakrantės tak., Room rent",200 €,"(14,3 €/m²)",14 m²,1,1979,Brick,Fully equipped,Gas,,"['august', '1', 'september', '5', 'october', '2', 'november', '1', 'december', '1', 'january', '3', 'february', '2', 'march', '3', 'april', '5', 'may', '3', 'june', '6', 'july', '6', 'august', '0', 'september', '23', 'october', '6', 'november', '1', 'december', '3', 'january', '4', 'february', '0', 'march', '1', 'april', '1', 'may', '6', 'june', '5', 'july', '1']"
"Kaunas, Dainava, V. Krėvės pr., 2 rooms flat for rent",500 €,"(10,2 €/m²)",49 m²,2,1972,Block house,Fully equipped,Central,"40,67 €/month~ 0,83 €/m²","['2024-10', '0.32', '2024-11', '0.83', '2024-12', '1.08', '2025-01', '1.11', '2025-02', '1.28', '2025-03', '0.85', '2025-04', '0.34', 'august', '20', 'september', '20', 'october', '15', 'november', '9', 'december', '27', 'january', '13', 'february', '30', 'march', '26', 'april', '14', 'may', '26', 'june', '14', 'july', '15', 'august', '20', 'september', '36', 'october', '30', 'november', '20', 'december', '12', 'january', '19', 'february', '20', 'march', '11', 'april', '12', 'may', '9', 'june', '8', 'july', '9']"
"Kaunas, Dainava, Kovo 11-osios g., Room rent",500 €,"(11,6 €/m²)",43 m²,1,1965,Block house,Fully equipped,Central,"36,55 €/month~ 0,85 €/m²","['2024-10', '0.31', '2024-11', '0.84', '2024-12', '1.12', '2025-01', '1.16', '2025-02', '1.34', '2025-03', '0.86', '2025-04', '0.34', 'august', '19', 'september', '16', 'october', '14', 'november', '9', 'december', '26', 'january', '12', 'february', '27', 'march', '26', 'april', '14', 'may', '22', 'june', '17', 'july', '12', 'august', '20', 'september', '36', 'october', '26', 'november', '20', 'december', '9', 'january', '18', 'february', '17', 'march', '10', 'april', '11', 'may', '8', 'june', '5', 'july', '8']"
