names,total_price,price_per_meter,area,rooms_number,build_year,building_type,equipment,heating_system,avg_heating_price,crimes
"Kaunas, Vilijampolė, Raudondvario pl., 2 rooms flat for rent",590 €,"(19,7 €/m²)",30 m²,2,2025,Brick,Fully equipped,Aerothermal,,"['august', '1', 'september', '1', 'october', '0', 'november', '0', 'december', '0', 'january', '3', 'february', '4', 'march', '3', 'april', '0', 'may', '2', 'june', '4', 'july', '3', 'august', '4', 'september', '0', 'october', '15', 'november', '7', 'december', '3', 'january', '4', 'february', '2', 'march', '2', 'april', '12', 'may', '3', 'june', '6', 'july', '2']"
"Kaunas, Šilainiai, 9-ojo Forto g., 3 rooms flat for rent",830 €,"(13,8 €/m²)","60,11 m²",3,2020,Block house,Fully equipped,Aerothermal,,"['august', '4', 'september', '2', 'october', '0', 'november', '0', 'december', '0', 'january', '1', 'february', '0', 'march', '1', 'april', '2', 'may', '2', 'june', '2', 'july', '0', 'august', '1', 'september', '0', 'october', '3', 'november', '0', 'december', '1', 'january', '2', 'february', '0', 'march', '0', 'april', '0', 'may', '2', 'june', '1', 'july', '1']"
"Kaunas, Eiguliai, J. Lukšos-Daumanto g., 1 room flat for rent",400 €,"(14,8 €/m²)",27 m²,1,2005,Brick,Fully equipped,Central thermostat,,"['august', '10', 'september', '13', 'october', '3', 'november', '7', 'december', '0', 'january', '2', 'february', '0', 'march', '5', 'april', '2', 'may', '8', 'june', '0', 'july', '13', 'august', '0', 'september', '1', 'october', '4', 'november', '4', 'december', '2', 'january', '3', 'february', '7', 'march', '13', 'april', '4', 'may', '2', 'june', '4', 'july', '0']"
"Kaunas, Šilainiai, Vėtrungės g., 4 rooms flat for rent",400 €,"(5,0 €/m²)",80 m²,4,1986,Brick,Fully equipped,Central,"98,40 €/month~ 1,23 €/m²","['2024-10', '0.45', '2024-11', '1.19', '2024-12', '1.55', '2025-01', '1.63', '2025-02', '1.95', '2025-03', '1.32', '2025-04', '0.53', 'august', '7', 'september', '4', 'october', '6', 'november', '4', 'december', '1', 'january', '6', 'february', '9', 'march', '6', 'april', '4', 'may', '2', 'june', '6', 'july', '3', 'august', '1', 'september', '9', 'october', '3', 'november', '2', 'december', '6', 'january', '3', 'february', '2', 'march', '10', 'april', '2', 'may', '10', 'june', '5', 'july', '7']"
"Kaunas, Žaliakalnis, Kalniečių g., 2 rooms flat for rent",570 €,"(18,2 €/m²)","31,28 m²",2,2021,Brick,Fully equipped,Gas,,"['august', '2', 'september', '13', 'october', '25', 'november', '27', 'december', '17', 'january', '16', 'february', '6', 'march', '9', 'april', '5', 'may', '10', 'june', '7', 'july', '6', 'august', '17', 'september', '7', 'october', '11', 'november', '10', 'december', '12', 'january', '10', 'february', '3', 'march', '0', 'april', '5', 'may', '3', 'june', '14', 'july', '2']"
"Kaunas, Dainava, Taikos pr., 1 room flat for rent",499 €,"(11,6 €/m²)",43 m²,1,1985,Brick,Fully equipped,Central,"29,24 €/month~ 0,68 €/m²","['2024-10', '0.18', '2024-11', '0.69', '2024-12', '0.92', '2025-01', '0.97', '2025-02', '1.04', '2025-03', '0.71', '2025-04', '0.28', 'august', '11', 'september', '8', 'october', '6', 'november', '10', 'december', '17', 'january', '3', 'february', '12', 'march', '9', 'april', '8', 'may', '9', 'june', '14', 'july', '8', 'august', '11', 'september', '11', 'october', '16', 'november', '8', 'december', '9', 'january', '9', 'february', '13', 'march', '7', 'april', '16', 'may', '6', 'june', '9', 'july', '10']"
"Kaunas, Aukštieji Šančiai, Servitutų g., 3 rooms flat for rent",550 €,"(9,2 €/m²)",60 m²,3,1922,Wooden house,Fully equipped,Gas,,"['august', '7', 'september', '5', 'october', '1', 'november', '1', 'december', '4', 'january', '1', 'february', '1', 'march', '2', 'april', '3', 'may', '0', 'june', '8', 'july', '3', 'august', '3', 'september', '4', 'october', '0', 'november', '3', 'december', '9', 'january', '9', 'february', '3', 'march', '2', 'april', '3', 'may', '8', 'june', '2', 'july', '2']"
"Kaunas, Dainava, Draugystės g., 3 rooms flat for rent",600 €,"(9,3 €/m²)","64,61 m²",3,1985,Monolithic,Fully equipped,Central,"40,70 €/month~ 0,63 €/m²","['2024-10', '0.28', '2024-11', '0.62', '2024-12', '0.84', '2025-01', '0.89', '2025-02', '1', '2025-03', '0.57', '2025-04', '0.2', 'august', '9', 'september', '15', 'october', '12', 'november', '10', 'december', '21', 'january', '5', 'february', '18', 'march', '6', 'april', '14', 'may', '9', 'june', '12', 'july', '8', 'august', '29', 'september', '15', 'october', '15', 'november', '15', 'december', '15', 'january', '10', 'february', '26', 'march', '12', 'april', '20', 'may', '21', 'june', '15', 'july', '9']"
"Kaunas, Centras, Puodžių g., 2 rooms flat for rent",560 €,"(18,7 €/m²)",30 m²,2,2017,Brick,Fully equipped,Central thermostat,"15,30 €/month~ 0,51 €/m²","['2024-10', '0.14', '2024-11', '0.43', '2024-12', '0.65', '2025-01', '0.76', '2025-02', '0.82', '2025-03', '0.47', '2025-04', '0.32', 'august', '2', 'september', '6', 'october', '3', 'november', '6', 'december', '12', 'january', '8', 'february', '16', 'march', '21', 'april', '10', 'may', '17', 'june', '6', 'july', '8', 'august', '6', 'september', '7', 'october', '19', 'november', '20', 'december', '3', 'january', '11', 'february', '10', 'march', '7', 'april', '19', 'may', '19', 'june', '5', 'july', '10']"
"Kaunas, Kalniečiai, S. Žukausko g., 3 rooms flat for rent",950 €,"(11,7 €/m²)",81 m²,3,2021,Brick,Fully equipped,Central thermostat,"34,83 €/month~ 0,43 €/m²","['2024-10', '0.14', '2024-11', '0.45', '2024-12', '0.61', '2025-01', '0.62', '2025-02', '0.71', '2025-03', '0.37', '2025-04', '0.14', 'august', '10', 'september', '10', 'october', '10', 'november', '8', 'december', '7', 'january', '10', 'february', '11', 'march', '13', 'april', '13', 'may', '24', 'june', '4', 'july', '12', 'august', '9', 'september', '6', 'october', '11', 'november', '4', 'december', '5', 'january', '3', 'february', '12', 'march', '11', 'april', '3', 'may', '4', 'june', '5', 'july', '6']"
"Kaunas, Petrašiūnai, R. Kalantos g., 2 rooms flat for rent",480 €,"(9,6 €/m²)",50 m²,2,1995,Brick,Fully equipped,Gas,,"['august', '3', 'september', '0', 'october', '0', 'november', '3', 'december', '0', 'january', '0', 'february', '0', 'march', '1', 'april', '1', 'may', '0', 'june', '1', 'july', '2', 'august', '0', 'september', '1', 'october', '1', 'november', '0', 'december', '3', 'january', '5', 'february', '1', 'march', '2', 'april', '0', 'may', '1', 'june', '0', 'july', '2']"
"Kaunas, Dainava, V. Krėvės pr., 2 rooms flat for rent",370 €,"(8,4 €/m²)",44 m²,2,1992,Block house,Fully equipped,Central,,"['august', '12', 'september', '8', 'october', '9', 'november', '4', 'december', '11', 'january', '7', 'february', '24', 'march', '21', 'april', '12', 'may', '20', 'june', '13', 'july', '13', 'august', '9', 'september', '31', 'october', '28', 'november', '15', 'december', '9', 'january', '19', 'february', '16', 'march', '11', 'april', '10', 'may', '8', 'june', '3', 'july', '9']"
"Kaunas, Eiguliai, Ašigalio g., 2 rooms flat for rent",349 €,"(7,0 €/m²)",50 m²,2,1985,Block house,Fully equipped,Central,"54,50 €/month~ 1,09 €/m²","['2024-10', '0.49', '2024-11', '1.06', '2024-12', '1.43', '2025-01', '1.44', '2025-02', '1.58', '2025-03', '1.18', '2025-04', '0.45', 'august', '21', 'september', '20', 'october', '8', 'november', '26', 'december', '11', 'january', '5', 'february', '12', 'march', '5', 'april', '16', 'may', '29', 'june', '5', 'july', '7', 'august', '6', 'september', '17', 'october', '20', 'november', '10', 'december', '6', 'january', '12', 'february', '9', 'march', '11', 'april', '14', 'may', '16', 'june', '12', 'july', '8']"
"Kaunas, Petrašiūnai, R. Kalantos g., 4 rooms flat for rent",449 €,"(5,8 €/m²)",78 m²,4,1996,Brick,Fully equipped,Central,"95,16 €/month~ 1,22 €/m²","['2024-10', '0.56', '2024-11', '1.23', '2024-12', '1.52', '2025-01', '1.61', '2025-02', '1.97', '2025-03', '1.22', '2025-04', '0.44', 'august', '1', 'september', '3', 'october', '2', 'november', '6', 'december', '11', 'january', '7', 'february', '6', 'march', '7', 'april', '15', 'may', '4', 'june', '2', 'july', '14', 'august', '8', 'september', '5', 'october', '1', 'november', '6', 'december', '2', 'january', '2', 'february', '2', 'march', '0', 'april', '7', 'may', '3', 'june', '2', 'july', '3']"
"Kaunas, Kalniečiai, P. Lukšio g., 1 room flat for rent",289 €,"(9,3 €/m²)",31 m²,1,1980,Brick,Fully equipped,Central,"29,14 €/month~ 0,94 €/m²","['2024-10', '0.36', '2024-11', '0.95', '2024-12', '1.22', '2025-01', '1.28', '2025-02', '1.41', '2025-03', '0.98', '2025-04', '0.41', 'august', '8', 'september', '14', 'october', '14', 'november', '23', 'december', '6', 'january', '6', 'february', '6', 'march', '9', 'april', '18', 'may', '10', 'june', '19', 'july', '20', 'august', '25', 'september', '21', 'october', '10', 'november', '8', 'december', '14', 'january', '13', 'february', '11', 'march', '9', 'april', '4', 'may', '8', 'june', '10', 'july', '8']"
"Kaunas, Žaliakalnis, Kalniečių g., 1 room flat for rent",319 €,"(10,0 €/m²)",32 m²,1,1986,Brick,Fully equipped,Central,"27,52 €/month~ 0,86 €/m²","['2024-10', '0.29', '2024-11', '0.84', '2024-12', '1.11', '2025-01', '1.15', '2025-02', '1.35', '2025-03', '0.9', '2025-04', '0.37', 'august', '2', 'september', '2', 'october', '2', 'november', '2', 'december', '1', 'january', '2', 'february', '6', 'march', '1', 'april', '3', 'may', '3', 'june', '1', 'july', '6', 'august', '2', 'september', '2', 'october', '6', 'november', '5', 'december', '3', 'january', '12', 'february', '4', 'march', '1', 'april', '4', 'may', '4', 'june', '8', 'july', '1']"
"Kaunas, Senamiestis, Vilniaus g., 4 rooms flat for rent",1 800 €,"(17,8 €/m²)",101 m²,4,1938,Monolithic,Fully equipped,Central thermostat,,"['august', '12', 'september', '27', 'october', '13', 'november', '16', 'december', '25', 'january', '16', 'february', '22', 'march', '16', 'april', '11', 'may', '23', 'june', '17', 'july', '23', 'august', '10', 'september', '16', 'october', '27', 'november', '22', 'december', '11', 'january', '17', 'february', '18', 'march', '14', 'april', '14', 'may', '11', 'june', '8', 'july', '13']"
"Kaunas, Centras, Laisvės al., 1 room flat for rent",560 €,"(24,9 €/m²)","22,5 m²",1,,Brick,Fully equipped,Central,"16,88 €/month~ 0,75 €/m²","['2024-10', '0.22', '2024-11', '0.81', '2024-12', '1.02', '2025-01', '1.02', '2025-02', '1.16', '2025-03', '0.75', '2025-04', '0.25', 'august', '48', 'september', '48', 'october', '36', 'november', '15', 'december', '28', 'january', '18', 'february', '19', 'march', '23', 'april', '39', 'may', '46', 'june', '46', 'july', '23', 'august', '25', 'september', '51', 'october', '20', 'november', '28', 'december', '24', 'january', '33', 'february', '25', 'march', '29', 'april', '22', 'may', '23', 'june', '28', 'july', '25']"
"Kaunas, Dainava, Taikos pr., 1 room flat for rent",390 €,"(19,5 €/m²)",20 m²,1,1971,Block house,Fully equipped,Central,"13,60 €/month~ 0,68 €/m²","['2024-10', '0.18', '2024-11', '0.69', '2024-12', '0.92', '2025-01', '0.97', '2025-02', '1.04', '2025-03', '0.71', '2025-04', '0.28', 'august', '11', 'september', '8', 'october', '6', 'november', '10', 'december', '17', 'january', '3', 'february', '12', 'march', '9', 'april', '8', 'may', '9', 'june', '14', 'july', '8', 'august', '11', 'september', '11', 'october', '16', 'november', '8', 'december', '9', 'january', '9', 'february', '13', 'march', '7', 'april', '16', 'may', '6', 'june', '9', 'july', '10']"
"Kaunas, Centras, A. Mickevičiaus g., 1 room flat for rent",350 €,"(16,4 €/m²)","21,36 m²",1,1978,Block house,Fully equipped,Central,,"['august', '67', 'september', '46', 'october', '81', 'november', '29', 'december', '35', 'january', '27', 'february', '28', 'march', '29', 'april', '46', 'may', '30', 'june', '38', 'july', '29', 'august', '22', 'september', '37', 'october', '33', 'november', '41', 'december', '39', 'january', '28', 'february', '29', 'march', '34', 'april', '34', 'may', '25', 'june', '22', 'july', '31']"
"Kaunas, Žaliakalnis, Rimvydo g., Room rent",139 €,"(11,6 €/m²)",12 m²,1,1970,Brick,Fully equipped,Central,"13,08 €/month~ 1,09 €/m²","['2024-10', '0.38', '2024-11', '1.14', '2024-12', '1.53', '2025-01', '1.59', '2025-02', '1.68', '2025-03', '0.95', '2025-04', '0.34', 'august', '20', 'september', '23', 'october', '14', 'november', '16', 'december', '5', 'january', '7', 'february', '8', 'march', '10', 'april', '6', 'may', '13', 'june', '15', 'july', '5', 'august', '24', 'september', '8', 'october', '7', 'november', '8', 'december', '14', 'january', '6', 'february', '15', 'march', '17', 'april', '9', 'may', '8', 'june', '6', 'july', '6']"
"Kaunas, Centras, Kęstučio g., 1 room flat for rent",249 €,"(13,8 €/m²)",18 m²,1,1952,Brick,Fully equipped,Central,"12,78 €/month~ 0,71 €/m²","['2024-10', '0.37', '2024-11', '0.71', '2024-12', '0.87', '2025-01', '0.93', '2025-02', '1.07', '2025-03', '0.73', '2025-04', '0.29', 'august', '45', 'september', '44', 'october', '30', 'november', '11', 'december', '21', 'january', '16', 'february', '18', 'march', '30', 'april', '36', 'may', '47', 'june', '41', 'july', '19', 'august', '24', 'september', '42', 'october', '18', 'november', '22', 'december', '19', 'january', '28', 'february', '21', 'march', '23', 'april', '28', 'may', '23', 'june', '20', 'july', '23']"
"Kaunas, Vilijampolė, Tilžės g., 1 room flat for rent",149 €,"(8,8 €/m²)",17 m²,1,1970,Brick,Fully equipped,Central,"19,21 €/month~ 1,13 €/m²","['2024-10', '0.43', '2024-11', '1.16', '2024-12', '1.47', '2025-01', '1.53', '2025-02', '1.65', '2025-03', '1.18', '2025-04', '0.52', 'august', '10', 'september', '6', 'october', '0', 'november', '2', 'december', '3', 'january', '3', 'february', '6', 'march', '6', 'april', '1', 'may', '8', 'june', '9', 'july', '9', 'august', '3', 'september', '5', 'october', '9', 'november', '13', 'december', '14', 'january', '3', 'february', '5', 'march', '7', 'april', '12', 'may', '4', 'june', '6', 'july', '5']"
"Kaunas, Centras, Vilniaus g., 2 rooms flat for rent",650 €,"(17,4 €/m²)","37,45 m²",2,,Brick,Fully equipped,Gas,,"['august', '5', 'september', '9', 'october', '6', 'november', '7', 'december', '16', 'january', '12', 'february', '22', 'march', '22', 'april', '13', 'may', '18', 'june', '7', 'july', '12', 'august', '9', 'september', '13', 'october', '21', 'november', '19', 'december', '4', 'january', '11', 'february', '13', 'march', '9', 'april', '19', 'may', '20', 'june', '5', 'july', '11']"
"Kaunas, Centras, Kęstučio g., 4 rooms flat for rent",950 €,"(11,4 €/m²)",83 m²,4,,Brick,Fully equipped,"Central, central thermostat","47,31 €/month~ 0,57 €/m²","['2024-10', '0.18', '2024-11', '0.56', '2024-12', '0.8', '2025-01', '0.84', '2025-02', '0.9', '2025-03', '0.5', '2025-04', '0.18', 'august', '35', 'september', '31', 'october', '22', 'november', '8', 'december', '21', 'january', '11', 'february', '15', 'march', '30', 'april', '29', 'may', '48', 'june', '40', 'july', '21', 'august', '17', 'september', '33', 'october', '14', 'november', '18', 'december', '14', 'january', '29', 'february', '16', 'march', '14', 'april', '21', 'may', '27', 'june', '16', 'july', '19']"
"Kaunas, Freda, Vilties g., 2 rooms flat for rent",800 €,"(13,8 €/m²)",58 m²,2,2018,Brick,Fully equipped,Gas,,"['august', '3', 'september', '1', 'october', '1', 'november', '2', 'december', '0', 'january', '2', 'february', '13', 'march', '12', 'april', '2', 'may', '1', 'june', '2', 'july', '4', 'august', '15', 'september', '1', 'october', '6', 'november', '0', 'december', '4', 'january', '0', 'february', '0', 'march', '1', 'april', '3', 'may', '7', 'june', '4', 'july', '1']"
"Kaunas, Gričiupis, Saulės g., 3 rooms flat for rent",750 €,"(9,4 €/m²)",80 m²,3,,Brick,Fully equipped,Central,"44,80 €/month~ 0,56 €/m²","['2024-10', '0.16', '2024-11', '0.54', '2024-12', '0.77', '2025-01', '0.82', '2025-02', '0.89', '2025-03', '0.54', '2025-04', '0.18', 'august', '19', 'september', '15', 'october', '9', 'november', '9', 'december', '3', 'january', '7', 'february', '10', 'march', '7', 'april', '8', 'may', '8', 'june', '15', 'july', '5', 'august', '18', 'september', '6', 'october', '6', 'november', '8', 'december', '14', 'january', '4', 'february', '14', 'march', '12', 'april', '5', 'may', '5', 'june', '7', 'july', '4']"
"Kaunas, Vilijampolė, Varnių g., 2 rooms flat for rent",650 €,"(10,8 €/m²)",60 m²,2,2018,Brick,Fully equipped,Central thermostat,"19,20 €/month~ 0,32 €/m²","['2024-10', '0.06', '2024-11', '0.29', '2024-12', '0.49', '2025-01', '0.44', '2025-02', '0.56', '2025-03', '0.28', '2025-04', '0.13', 'august', '21', 'september', '10', 'october', '6', 'november', '12', 'december', '15', 'january', '22', 'february', '15', 'march', '23', 'april', '11', 'may', '19', 'june', '28', 'july', '29', 'august', '13', 'september', '17', 'october', '16', 'november', '12', 'december', '18', 'january', '10', 'february', '10', 'march', '7', 'april', '12', 'may', '14', 'june', '12', 'july', '17']"
"Kaunas, Panemunė, A. Smetonos al., 3 rooms flat for rent",600 €,"(11,8 €/m²)",51 m²,3,2023,Brick,Fully equipped,Central thermostat,"51,00 €/month~ 1,00 €/m²","['2024-10', '0.33', '2024-11', '0.93', '2024-12', '1.27', '2025-01', '1.32', '2025-02', '1.68', '2025-03', '1.08', '2025-04', '0.4', 'august', '3', 'september', '2', 'october', '3', 'november', '2', 'december', '5', 'january', '4', 'february', '3', 'march', '2', 'april', '3', 'may', '3', 'june', '5', 'july', '6', 'august', '3', 'september', '3', 'october', '3', 'november', '2', 'december', '7', 'january', '3', 'february', '2', 'march', '0', 'april', '3', 'may', '1', 'june', '2', 'july', '0']"
